prot	BRAIN	BROWN_ADIPOSE_TISSUE	HEART	KIDNEY	LIVER	LUNG	PANCREAS	SPLEEN	WHOLE_ORGANISM	tcount	def
O08797	3.27	20.9	4.1	48.3	0.689	225.0	8.83	151.0	3.81	9	NED
E9PWY9	61.4	75.2	49.0	177.0	21.7	145.0	151.0	122.0	78.7	9	NED
Q60967	49.0	6.09	0.63	268.0	0.768	98.6	60.3	12.1	39.6	9	NED
O55234	954.0	107.0	59.3	202.0	808.0	212.0	129.0	259.0	187.0	9	NED
P28474	44.2	290.0	126.0	251.0	2437.0	200.0	163.0	249.0	351.0	9	NED
Q9D1D4	18.5	136.0	23.9	82.1	1396.0	144.0	714.0	119.0	172.0	9	NED
Q8CI11	0.337	NA	NA	NA	NA	NA	7.2	8.95	51.4	4	NED
Q8R180	4.15	8.53	0.416	4.81	17.6	33.3	20.4	26.7	39.4	9	NED
Q9D6Z1	202.0	0.578	73.4	237.0	218.0	220.0	0.837	3.38	122.0	9	NED
Q8R3N6	9.9	1.24	0.056	49.5	0.176	53.1	2.38	7.14	24.2	9	NED
Q9DC16	10.1	5.33	0.434	16.5	25.1	10.4	28.2	2.51	14.2	9	NED
P80313	531.0	178.0	163.0	432.0	80.8	349.0	500.0	1762.0	390.0	9	NED
O08749	450.0	4309.0	1519.0	390.0	2669.0	351.0	561.0	234.0	327.0	9	NED
P35564	284.0	440.0	1838.0	918.0	812.0	953.0	2237.0	1866.0	332.0	9	NED
B2RY56	0.968	9.98	1.72	2.4	0.895	18.5	0.56	9.55	43.0	9	NED
P62301	21.4	71.4	11.7	39.3	59.9	45.6	241.0	79.8	219.0	9	NED
P63017	16667.0	3716.0	7971.0	18860.0	8793.0	12716.0	1383.0	10945.0	4680.0	9	NED
P62267	129.0	140.0	310.0	438.0	440.0	384.0	989.0	258.0	543.0	9	NED
P59999	840.0	100.0	45.3	591.0	67.4	221.0	258.0	355.0	69.7	9	NED
Q9JIF7	161.0	412.0	60.7	524.0	635.0	531.0	2896.0	347.0	56.2	9	NED
P05132-2	78.5	227.0	47.9	14.0	174.0	52.0	15.5	57.1	40.8	9	NED
P26443	655.0	1354.0	296.0	1601.0	3038.0	731.0	605.0	1999.0	410.0	9	NED
P61514	53.2	59.2	108.0	118.0	115.0	285.0	934.0	58.3	195.0	9	NED
Q8R326	186.0	4.54	67.8	258.0	32.3	93.7	0.956	17.1	88.5	9	NED
Q9QUM9	688.0	170.0	81.1	215.0	247.0	196.0	548.0	248.0	558.0	9	NED
Q8BMA6	278.0	38.6	4.78	27.9	28.1	39.7	259.0	65.4	40.3	9	NED
P62717	55.6	78.6	59.3	149.0	100.0	245.0	368.0	261.0	307.0	9	NED
Q9CWS0	695.0	14.2	15.3	367.0	224.0	308.0	5.09	7.58	110.0	9	NED
Q9DB20	543.0	317.0	921.0	844.0	1634.0	342.0	281.0	230.0	502.0	9	NED
P24270	18.2	974.0	400.0	3538.0	4932.0	2834.0	60.3	529.0	603.0	9	NED
G3X9B1	0.078	NA	0.038	NA	16.7	NA	55.0	9.32	1.65	6	NED
F8WHU7	0.041	0.164	NA	NA	NA	1.01	0.036	0.763	5.25	6	NED
P62911	20.1	28.2	92.1	21.2	1293.0	150.0	544.0	221.0	279.0	9	NED
P49722	120.0	326.0	78.0	80.7	1486.0	321.0	134.0	170.0	674.0	9	NED
Q3TA68	NA	NA	NA	NA	0.025	NA	NA	0.304	3.94	3	NED
E9QLA5	22.6	3.41	0.246	NA	0.214	22.7	0.487	7.06	2.09	8	NED
Q9D1R9	48.4	23.9	0.667	26.2	25.8	15.6	79.6	46.9	104.0	9	NED
Q9Z1J3-2	9.61	82.4	43.0	25.6	3.85	14.4	121.0	22.4	9.33	9	NED
Q9CPR4	1.68	53.1	11.0	59.5	3371.0	27.6	517.0	123.0	1300.0	9	NED
Q8R5C5	759.0	31.7	3.78	14.1	6.8	24.7	307.0	24.7	78.7	9	NED
A2AN08-3	193.0	335.0	161.0	256.0	82.0	493.0	76.1	531.0	22.1	9	NED
Q9CRB2	17.0	NA	14.7	21.7	164.0	32.8	65.8	6.06	162.0	8	NED
E9QNN1	368.0	77.7	258.0	474.0	312.0	334.0	95.7	1757.0	70.9	9	NED
Q9DB77	786.0	4895.0	3659.0	5014.0	420.0	571.0	3040.0	349.0	295.0	9	NED
P19096	794.0	36040.0	985.0	1757.0	3871.0	4225.0	2426.0	675.0	203.0	9	NED
G3X9L6	3352.0	481.0	400.0	227.0	1241.0	179.0	385.0	232.0	547.0	9	NED
Q9D0F6	NA	0.159	NA	NA	0.032	2.03	0.294	22.0	7.33	6	NED
Q60692	661.0	86.3	42.1	136.0	40.4	115.0	232.0	132.0	395.0	9	NED
P62830	165.0	97.9	103.0	449.0	1286.0	518.0	1719.0	66.2	858.0	9	NED
Q9WUM5	425.0	2004.0	2425.0	1717.0	698.0	399.0	862.0	81.4	319.0	9	NED
P56213	49.6	0.704	66.7	29.9	4.41	32.4	24.9	0.887	103.0	9	NED
Q9JKY0	6.18	1.87	0.421	1.68	0.097	17.6	18.8	14.7	4.43	9	NED
P14131	69.2	336.0	39.2	124.0	677.0	149.0	1008.0	202.0	829.0	9	NED
P27659	290.0	392.0	131.0	816.0	5728.0	926.0	1224.0	438.0	817.0	9	NED
P41105	17.7	18.4	2.76	134.0	3555.0	36.5	156.0	118.0	507.0	9	NED
Q11011	261.0	371.0	858.0	111.0	17.2	249.0	51.8	213.0	97.7	9	NED
Q8BGA5	NA	1.3	NA	NA	0.798	0.184	21.6	0.784	29.2	6	NED
Q99JB2	276.0	221.0	17.3	10.6	52.0	38.5	44.7	45.2	72.1	9	NED
Q640M1	0.451	0.042	NA	NA	0.003	0.053	0.324	NA	23.1	6	NED
Q8K3J1	388.0	288.0	170.0	345.0	27.8	22.7	20.2	34.5	74.7	9	NED
P62082	308.0	103.0	672.0	1390.0	1201.0	617.0	1123.0	181.0	1282.0	9	NED
P36552	1.36	0.627	34.7	132.0	97.3	13.2	101.0	316.0	20.9	9	NED
Q9CQQ7	179.0	438.0	626.0	467.0	1071.0	152.0	274.0	242.0	149.0	9	NED
Q60767	0.017	0.072	NA	0.06	0.014	15.8	NA	1.72	0.726	7	NED
Q9DAV6	1.93	0.273	NA	1.37	NA	2.33	NA	0.558	22.4	6	NED
P43247	0.029	4.35	0.489	6.24	0.872	3.46	5.82	94.1	63.9	9	NED
P62806	109.0	3.45	0.925	5.28	335.0	1.06	1.84	5.65	1203.0	9	NED
Q8K3W0	0.993	4.5	0.102	0.706	0.344	4.62	3.83	25.6	37.8	9	NED
P51174	23.4	7206.0	5756.0	1550.0	311.0	723.0	424.0	304.0	197.0	9	NED
Q8CGF7-2	6.36	24.0	5.35	1.59	1.76	37.5	47.0	76.1	30.3	9	NED
Q8CAQ8-2	209.0	4875.0	2617.0	632.0	1781.0	352.0	205.0	287.0	136.0	9	NED
Q9D937	NA	NA	NA	19.8	NA	NA	1.6	31.2	11.3	4	NED
Q4VBE8	7.35	2.58	14.7	1.86	0.05	15.6	1.43	23.7	102.0	9	NED
Q9Z1T1	5.77	51.9	12.1	27.1	4.0	156.0	480.0	85.6	13.6	9	NED
P62264	154.0	148.0	47.2	363.0	2675.0	305.0	1689.0	93.2	2602.0	9	NED
O35350	3.41	135.0	15.6	52.6	3.59	237.0	63.8	271.0	27.2	9	NED
D3Z0F5	27.4	17.8	50.4	27.1	6.96	59.3	19.4	52.3	78.6	9	NED
Q6ZWZ4	26.6	2.71	0.339	37.2	77.9	61.6	85.4	20.4	116.0	9	NED
Q3TXS7	133.0	250.0	871.0	162.0	124.0	250.0	91.5	244.0	185.0	9	NED
Q8VDN2	590.0	220.0	3049.0	2282.0	1382.0	310.0	154.0	153.0	177.0	9	NED
Q6PGF5	32.8	NA	NA	99.0	52.3	NA	2.91	NA	3.38	5	NED
P97370	13.4	45.1	2.05	29.6	13.7	15.1	338.0	35.3	10.4	9	NED
Q9DB15	675.0	451.0	184.0	265.0	34.8	29.1	81.5	44.9	160.0	9	NED
Q9CXY6	307.0	16.8	0.794	2.96	137.0	33.2	31.2	90.7	194.0	9	NED
Q02614	NA	0.679	0.057	NA	0.048	0.092	0.546	1.78	47.9	7	NED
Q99JX4	25.6	70.6	4.46	27.1	44.3	82.3	77.0	136.0	195.0	9	NED
Q9WU28	442.0	13.0	37.2	46.6	2.14	34.6	41.8	39.7	291.0	9	NED
Q9R1C7	36.1	3.76	29.6	109.0	174.0	84.4	2.77	82.2	43.0	9	NED
Q8K0D5	4.32	299.0	184.0	90.0	9.31	40.3	20.4	27.0	45.8	9	NED
P62245	210.0	124.0	41.2	272.0	277.0	636.0	479.0	105.0	834.0	9	NED
Q9QYR9	69.0	183.0	992.0	607.0	301.0	136.0	2.56	21.2	24.6	9	NED
B1AU25	38.0	1509.0	519.0	604.0	245.0	245.0	145.0	118.0	79.4	9	NED
Q921X9	NA	30.1	10.8	8.31	37.1	162.0	155.0	44.6	54.6	8	NED
Q9CY50	0.243	6.02	3.01	2.09	19.3	12.5	522.0	22.0	29.5	9	NED
G3UYV7	2.94	98.3	40.5	48.8	606.0	46.9	704.0	153.0	916.0	9	NED
P46471	83.3	138.0	405.0	71.3	80.2	187.0	164.0	1621.0	27.9	9	NED
Q3THK3	0.355	0.928	0.044	0.521	0.171	14.3	0.42	12.6	46.1	9	NED
Q99LH1	0.182	NA	NA	NA	NA	NA	NA	0.817	23.3	3	NED
Q9R1P1	26.6	58.0	9.44	40.2	111.0	86.7	42.9	115.0	435.0	9	NED
Q8VHE0	0.499	3.89	2.72	0.52	96.1	23.4	156.0	20.7	8.7	9	NED
P62334	103.0	75.1	84.5	246.0	98.2	202.0	415.0	209.0	126.0	9	NED
Q6NZQ2	NA	NA	NA	NA	NA	NA	NA	NA	1.65	1	NED
P33611	NA	NA	NA	NA	NA	NA	NA	9.89	27.8	2	NED
Q9D5T0	26.9	26.9	53.0	47.2	39.2	10.4	5.63	7.81	15.0	9	NED
A2ABV5	0.104	NA	NA	NA	0.022	NA	0.219	2.04	0.902	5	NED
Q9DC51	108.0	8.79	1.06	17.3	21.9	186.0	39.8	48.1	21.2	9	NED
Q62189	255.0	3.04	59.8	1029.0	134.0	250.0	7.22	11.6	327.0	9	NED
Q9Z2I8-2	9.79	1029.0	2073.0	345.0	306.0	145.0	519.0	178.0	204.0	9	NED
Q9DCH4	120.0	26.7	136.0	147.0	84.4	67.2	695.0	61.6	80.8	9	NED
O09131	1275.0	390.0	383.0	412.0	86.8	570.0	138.0	151.0	115.0	9	NED
P62488	0.397	0.47	0.19	0.8	0.026	NA	2.47	20.3	96.4	8	NED
Q69ZN7	0.032	2.29	9.92	132.0	4.54	1475.0	30.1	8.07	8.96	9	NED
D3Z0Q6	4.4	367.0	277.0	15.9	0.607	50.6	15.8	4.6	31.0	9	NED
Q8K021	54.1	2.73	0.958	4.9	2.94	58.1	138.0	12.7	22.8	9	NED
Q9JHU4	2795.0	4533.0	1717.0	5377.0	680.0	5473.0	1655.0	4004.0	22.9	9	NED
Q1HFZ0	0.6	21.2	0.476	0.75	1.16	17.8	28.9	132.0	133.0	9	NED
P14115	52.7	29.9	38.1	58.1	50.2	71.0	115.0	40.3	204.0	9	NED
Q571H0	0.052	NA	0.003	NA	NA	NA	NA	0.42	3.06	4	NED
Q9CXW4	1.37	25.3	3.86	2.88	370.0	20.3	187.0	31.3	255.0	9	NED
Q91WS0	145.0	390.0	268.0	671.0	88.9	64.8	231.0	16.1	169.0	9	NED
Q8R0X7	0.589	26.3	0.893	12.3	57.7	3.1	83.0	10.5	13.4	9	NED
O54950	0.77	46.3	23.9	4.98	6.66	33.0	2.74	36.6	5.76	9	NED
Q9D1C8	NA	NA	NA	NA	NA	NA	NA	1.71	11.0	2	NED
Q8VHK9	1.0	3.35	0.056	0.407	2.4	6.47	298.0	19.1	20.2	9	NED
E9Q3N1	NA	NA	NA	NA	NA	NA	8.14	1.34	3.49	3	NED
P63276	64.7	239.0	190.0	229.0	4935.0	349.0	1130.0	339.0	2778.0	9	NED
Q6DFV1	NA	0.074	0.016	NA	NA	NA	NA	7.94	0.284	4	NED
Q80UW8	7.91	1.39	0.441	31.9	0.086	20.6	1.45	21.2	131.0	9	NED
Q9CQR2	14.7	194.0	22.5	36.7	24.9	71.9	2365.0	186.0	1565.0	9	NED
Q9DCW4	222.0	6090.0	4990.0	1841.0	567.0	1015.0	628.0	399.0	965.0	9	NED
Q8BGJ5	105.0	121.0	352.0	1514.0	440.0	973.0	241.0	4028.0	502.0	9	NED
O54724	0.365	1264.0	1592.0	5.74	0.594	2016.0	87.6	42.0	83.0	9	NED
Q99K85	124.0	7.88	0.916	11.1	0.486	43.3	507.0	77.9	66.4	9	NED
Q8R4R6	19.8	NA	NA	50.7	24.1	58.7	0.344	1.09	8.93	7	NED
Q99J10	0.686	NA	NA	NA	NA	NA	NA	NA	0.244	2	NED
P47738	643.0	1898.0	3874.0	987.0	4833.0	3359.0	317.0	5266.0	615.0	9	NED
Q9CRB9	315.0	732.0	429.0	181.0	2746.0	65.8	78.1	47.4	93.1	9	NED
P25206	0.017	0.478	30.8	9.85	1.99	24.9	22.8	344.0	284.0	9	NED
Q9CZ42-2	130.0	117.0	25.6	139.0	36.4	273.0	1119.0	29.4	40.1	9	NED
Q91YU8	NA	NA	NA	NA	0.017	NA	13.3	NA	42.2	3	NED
Q8K411-2	68.8	240.0	677.0	364.0	46.7	111.0	30.4	204.0	46.5	9	NED
Q8CGP6	44.4	2.49	0.281	1.78	894.0	1.06	2.23	1.84	812.0	9	NED
Q3UJB0	118.0	48.9	35.8	297.0	120.0	275.0	83.2	126.0	30.8	9	NED
Q9DBZ5	7.03	48.0	3.35	30.8	9.91	23.9	101.0	90.1	16.2	9	NED
Q6GQT9	26.3	121.0	24.0	185.0	155.0	103.0	722.0	39.7	5.08	9	NED
Q9R1P0	203.0	266.0	88.5	197.0	605.0	324.0	333.0	360.0	334.0	9	NED
P62281	57.5	236.0	41.2	104.0	3029.0	96.7	939.0	300.0	704.0	9	NED
Q91ZW3	0.224	0.78	29.4	20.4	0.89	79.2	0.588	9.6	30.0	9	NED
Q9CPX4	148.0	155.0	16.4	35.2	498.0	53.1	17.4	111.0	258.0	9	NED
Q9CR67	10.7	14.0	1.64	22.5	14.4	6.87	7.57	5.64	23.6	9	NED
Q64511	243.0	1.8	191.0	467.0	153.0	331.0	27.6	1221.0	21.7	9	NED
Q9CQM8	54.6	6.22	164.0	97.1	6138.0	160.0	130.0	30.0	1220.0	9	NED
E9QAD4	4.82	3.85	0.139	23.9	1.15	14.7	19.8	23.8	5.62	9	NED
Q9DBG7	1.28	3.74	2.36	2.76	12.9	9.05	1268.0	8.44	10.5	9	NED
P62242	10.9	86.7	19.3	32.3	63.3	34.9	253.0	53.2	966.0	9	NED
Q3UPN1	3.63	0.572	0.101	0.557	0.121	47.4	3.01	116.0	7.14	9	NED
P40142	3227.0	11981.0	215.0	3957.0	872.0	3062.0	2654.0	6496.0	1468.0	9	NED
Q9QXK3-4	4.26	11.8	3.12	4.79	7.22	21.9	22.3	44.3	46.4	9	NED
Q7M739	31.9	177.0	17.1	156.0	10.9	116.0	125.0	292.0	22.9	9	NED
Q8VDP4	159.0	40.1	39.5	101.0	90.2	147.0	99.0	175.0	42.1	9	NED
Q8VCW8	17.9	917.0	67.8	63.3	416.0	253.0	57.3	6924.0	122.0	9	NED
Q7TMY8-3	181.0	125.0	85.6	71.7	133.0	209.0	30.0	162.0	6.21	9	NED
Q8K2M0-2	2.02	0.691	1.09	14.3	2.66	NA	0.21	3.64	2.49	8	NED
Q9D287	2.66	3.15	0.825	6.67	0.979	9.67	8.64	6.85	71.5	9	NED
Q5XJF6	71.7	26.7	239.0	253.0	915.0	302.0	3856.0	65.6	398.0	9	NED
E9Q5H2	25.7	28.2	51.5	46.9	3.51	80.2	28.9	249.0	365.0	9	NED
Q91YQ5	98.2	312.0	158.0	1239.0	500.0	1159.0	6210.0	609.0	137.0	9	NED
Q8R3C6	6.55	NA	NA	19.8	22.1	NA	0.781	NA	8.57	5	NED
Q9CR57	41.5	139.0	13.2	106.0	2317.0	84.9	244.0	92.8	531.0	9	NED
Q6NS46	0.009	NA	NA	NA	NA	NA	NA	NA	25.5	2	NED
Q8JZQ9	63.2	332.0	405.0	124.0	430.0	144.0	264.0	311.0	153.0	9	NED
Q99J09	3.84	2.35	0.132	3.87	2.86	0.357	27.4	10.2	184.0	9	NED
Q91W86	5.13	3.84	0.089	1.38	0.229	19.0	0.161	14.5	0.694	9	NED
Q9CQV8-2	3050.0	578.0	132.0	265.0	643.0	796.0	82.9	187.0	872.0	9	NED
Q9CZW4	30.1	4.82	NA	2.08	6.3	1.7	NA	2.59	5.56	7	NED
Q9D0T1	632.0	7.71	22.6	144.0	109.0	62.2	23.7	32.9	125.0	9	NED
P47962	30.4	198.0	236.0	197.0	2674.0	353.0	1886.0	485.0	628.0	9	NED
P62754	345.0	86.4	18.2	808.0	1634.0	143.0	876.0	86.5	894.0	9	NED
Q78XF5	8.03	NA	14.9	14.1	16.4	13.5	437.0	1.0	42.6	8	NED
P10605	239.0	754.0	117.0	234.0	764.0	243.0	336.0	707.0	292.0	9	NED
Q8BWQ6	4.82	10.7	0.975	20.9	3.17	16.4	0.696	25.5	5.99	9	NED
Q3UKJ7	92.3	11.6	46.2	99.0	178.0	91.6	0.173	16.8	64.2	9	NED
Q3UYV9	11.2	5.38	0.06	2.72	1.21	10.6	27.7	67.5	38.7	9	NED
P00375	1.66	2.36	2.0	202.0	1570.0	14.1	11.1	170.0	169.0	9	NED
Q3U8S1	0.027	NA	NA	NA	NA	1.24	NA	2.82	24.0	4	NED
A2AW05	0.783	11.9	1.37	0.172	0.699	21.5	2.05	89.1	26.7	9	NED
P24288	44.3	NA	NA	0.785	NA	NA	0.074	NA	420.0	4	NED
P70122	30.0	8.11	7.79	50.4	5.8	86.0	91.0	62.4	87.2	9	NED
E9Q2X6	0.053	1.8	0.41	3.74	0.061	1.97	6.7	271.0	31.6	9	NED
Q9CZW5	186.0	285.0	55.7	67.8	68.3	28.9	16.3	43.5	27.7	9	NED
P06745	1382.0	1780.0	3880.0	871.0	3192.0	823.0	112.0	3448.0	424.0	9	NED
Q9CPQ8	23.6	14.0	21.9	28.8	13.3	9.42	25.0	2.34	92.8	9	NED
Q64133	2.67	24.7	4.16	12.0	3.81	95.4	22.4	13.2	97.9	9	NED
Q9CWR7	NA	NA	NA	NA	NA	NA	NA	NA	0.102	1	NED
Q9D8S4	3.94	18.1	5.76	0.283	1.36	21.6	66.7	46.8	63.0	9	NED
Q9D0M3	89.3	1873.0	649.0	510.0	154.0	308.0	83.7	131.0	201.0	9	NED
Q99JT9	6.37	24.3	2.73	31.8	47.7	17.6	63.2	21.4	94.0	9	NED
Q8QZY1	38.3	145.0	11.3	74.0	34.1	189.0	902.0	219.0	122.0	9	NED
Q8CI94	546.0	545.0	2314.0	229.0	56.4	533.0	221.0	177.0	68.1	9	NED
Q8BYL4	0.95	20.2	3.78	4.73	1.96	0.141	NA	1.74	5.14	8	NED
Q924C1	6.98	6.37	3.89	13.5	1.2	45.9	24.1	65.4	32.5	9	NED
Q00519	0.053	390.0	62.9	6.89	141.0	1084.0	12.8	65.9	26.1	9	NED
Q8K2T8	9.88	0.772	14.7	29.8	16.1	33.5	3.99	7.0	57.1	9	NED
O88856	NA	NA	NA	NA	NA	NA	NA	NA	1.72	1	NED
P62852	37.9	196.0	53.4	68.7	4184.0	108.0	810.0	121.0	585.0	9	NED
Q63918	0.125	665.0	251.0	26.6	0.96	1474.0	83.7	52.1	28.8	9	NED
P80316	1385.0	378.0	264.0	436.0	86.0	550.0	704.0	4739.0	377.0	9	NED
P17918	102.0	13.9	20.8	10.9	3.36	35.3	10.2	303.0	2417.0	9	NED
Q03145	0.063	NA	0.068	0.186	0.031	0.179	NA	NA	1.61	6	NED
Q60716-2	0.048	NA	1.85	NA	NA	1.37	NA	NA	6.25	4	NED
P99026	926.0	117.0	33.2	241.0	18.5	133.0	407.0	141.0	614.0	9	NED
Q922D4-2	12.2	50.1	14.1	7.47	4.82	66.9	64.6	44.6	65.1	9	NED
Q9D0L8	11.7	14.7	0.281	NA	0.364	2.72	0.955	15.9	63.9	8	NED
Q6ZWU9	2.53	10.6	1.77	7.84	6.29	6.47	30.6	16.2	105.0	9	NED
Q8C878	10.2	20.5	5.39	2.02	0.194	21.2	5.52	45.3	98.0	9	NED
P51410	386.0	87.7	308.0	327.0	168.0	783.0	551.0	74.1	711.0	9	NED
P62702	426.0	288.0	433.0	1139.0	654.0	1010.0	1064.0	311.0	576.0	9	NED
P62897	366.0	1074.0	345.0	204.0	276.0	86.6	228.0	46.5	526.0	9	NED
P63028	1111.0	667.0	250.0	400.0	1861.0	669.0	2217.0	1745.0	599.0	9	NED
Q9WV86	NA	NA	NA	NA	NA	NA	NA	NA	10.2	1	NED
Q642K5	1.78	1.08	NA	2.69	0.234	0.472	9.24	6.03	36.3	8	NED
P67984	55.3	162.0	41.9	118.0	81.1	150.0	436.0	110.0	842.0	9	NED
Q9D1A2	71.0	182.0	52.9	781.0	713.0	703.0	141.0	641.0	167.0	9	NED
P97351	75.9	94.6	331.0	103.0	226.0	365.0	712.0	174.0	367.0	9	NED
Q91WK2	88.1	101.0	31.6	109.0	59.6	160.0	231.0	215.0	156.0	9	NED
Q922H4	0.647	2.51	2.02	5.92	0.275	8.36	102.0	13.3	37.5	9	NED
P62983	58.2	443.0	842.0	21.8	202.0	452.0	1172.0	556.0	1462.0	9	NED
Q9D051	1223.0	2911.0	2410.0	2055.0	73.6	410.0	673.0	142.0	260.0	9	NED
Q9D1L0	3.42	35.6	12.3	10.1	9.88	7.86	14.3	9.9	233.0	9	NED
P97310	0.017	0.174	2.62	13.2	3.34	37.8	34.5	227.0	162.0	9	NED
Q8K009	4.5	11.9	20.0	11.1	19.3	1.74	738.0	6.96	13.5	9	NED
Q8BHB4	NA	NA	NA	NA	NA	0.115	7.19	NA	20.6	3	NED
Q8CBY8-2	18.1	8.59	0.874	4.82	0.02	27.9	3.15	15.8	34.8	9	NED
P63325	27.9	131.0	80.7	72.0	176.0	125.0	670.0	249.0	349.0	9	NED
A2AV19	0.339	1.84	0.02	0.182	0.188	1.79	1.38	9.53	40.6	9	NED
P61924	6.81	43.7	2.87	23.8	52.7	41.2	65.3	48.0	283.0	9	NED
Q9ERS2	63.1	549.0	275.0	842.0	57.4	51.8	731.0	8.71	59.2	9	NED
P47911	197.0	92.6	305.0	498.0	398.0	432.0	532.0	162.0	623.0	9	NED
Q8VHZ7	NA	NA	NA	NA	NA	NA	1.33	NA	3.06	2	NED
E9Q7L1	0.035	NA	0.01	NA	9.29	0.02	38.8	0.471	0.888	7	NED
P43275	281.0	10.0	1073.0	1244.0	556.0	891.0	36.0	7.45	1096.0	9	NED
Q8R349	1.86	6.22	0.148	0.692	0.129	11.7	16.1	17.7	21.6	9	NED
Q61624	0.226	NA	NA	19.8	8.05	19.4	0.033	NA	1.68	6	NED
Q60749	2.89	14.1	1.84	0.445	1.06	20.6	21.3	36.4	175.0	9	NED
Q9JKX4	NA	0.283	NA	NA	0.039	NA	0.688	3.13	31.9	5	NED
Q7TMB8	174.0	95.7	36.2	62.9	4.3	378.0	50.9	322.0	31.4	9	NED
P53569	NA	NA	0.103	NA	12.1	0.171	13.2	0.745	17.6	6	NED
Q8BUI3	NA	26.5	0.459	NA	0.007	NA	NA	NA	1.17	4	NED
Q9CRD2	0.878	22.9	2.03	18.2	35.7	6.73	61.0	11.7	14.3	9	NED
B1AUN3	1.37	5.93	2.28	0.795	0.743	3.5	47.8	18.3	3.28	9	NED
Q8VDD9	16.5	NA	NA	59.4	13.5	NA	1.25	0.192	0.978	6	NED
P24788	32.9	5.79	15.0	39.6	28.5	25.0	1.84	20.5	32.2	9	NED
Q8CHT3	0.282	NA	NA	NA	NA	NA	2.21	0.266	0.659	4	NED
Q91YX5	1.86	0.809	NA	0.204	25.8	4.44	0.17	0.598	2.17	8	NED
P61255	98.0	73.1	211.0	237.0	3579.0	219.0	1100.0	160.0	1440.0	9	NED
P49962	4.05	10.3	1.62	1.32	1.89	3.58	268.0	13.6	16.3	9	NED
Q9Z2I9	163.0	8081.0	4016.0	984.0	105.0	319.0	490.0	4321.0	262.0	9	NED
O54734	11.5	78.9	42.8	194.0	154.0	239.0	423.0	215.0	67.9	9	NED
Q9CQ40	1.12	59.2	15.4	36.0	6.25	1.62	2.84	7.07	17.7	9	NED
Q8CJF7	0.046	NA	NA	19.8	8.05	NA	0.913	NA	1.39	5	NED
Q9D8U8	6.45	60.3	4.79	18.9	14.9	96.3	134.0	4414.0	72.1	9	NED
Q9DBR1-2	1.24	NA	14.7	0.125	80.5	120.0	0.752	58.7	48.6	8	NED
A2AWT6	172.0	15.3	235.0	524.0	190.0	281.0	2.7	20.4	130.0	9	NED
Q99PV0	139.0	6.91	162.0	258.0	258.0	272.0	133.0	1362.0	53.3	9	NED
Q9WUV0	NA	NA	NA	NA	NA	NA	NA	NA	1.21	1	NED
P35486	624.0	4055.0	1585.0	719.0	97.1	386.0	563.0	184.0	266.0	9	NED
O88532	194.0	0.533	29.4	198.0	64.4	41.7	8.5	2.92	25.1	9	NED
O35250-2	26.6	10.2	0.464	10.8	0.441	28.3	3.22	23.0	10.3	9	NED
Q5SSI6	NA	NA	NA	NA	NA	NA	4.32	NA	22.3	2	NED
Q8BH04	13.3	12.3	0.72	22.9	0.128	126.0	256.0	97.5	31.7	9	NED
P61358	38.8	59.0	43.2	85.5	2035.0	118.0	299.0	109.0	745.0	9	NED
E9QN31	0.202	NA	NA	NA	20.1	32.4	19.6	0.216	28.6	6	NED
F8VQC1	5.77	56.9	5.69	35.1	27.2	47.5	1574.0	143.0	17.5	9	NED
P16254	1.17	9.9	0.516	11.5	3.01	4.34	54.6	2.51	69.9	9	NED
Q9WUD1	13.3	2.47	1.56	1.11	0.048	8.74	17.2	6.88	3.19	9	NED
P26638	71.9	157.0	25.2	75.7	9.98	209.0	313.0	196.0	115.0	9	NED
P62889	15.8	101.0	18.7	48.1	313.0	59.4	379.0	54.5	621.0	9	NED
P07742	0.169	6.62	1.12	2.25	0.846	13.5	0.492	345.0	105.0	9	NED
Q9D7N3	0.647	47.0	8.94	11.9	6.79	1.11	2.26	4.18	5.33	9	NED
Q91VY9	NA	NA	NA	NA	0.066	NA	24.7	9.73	0.875	4	NED
Q6NWW9	NA	0.134	0.037	0.08	NA	3.21	36.5	NA	1.2	6	NED
Q9JI44	0.105	NA	NA	NA	NA	NA	NA	0.155	20.8	3	NED
D3YYT1	85.9	4.02	58.8	208.0	69.0	128.0	2.34	11.7	23.1	9	NED
Q8R1B4	7.9	211.0	496.0	50.8	67.4	117.0	228.0	260.0	92.6	9	NED
P70404	261.0	2385.0	821.0	615.0	12.7	118.0	177.0	85.2	127.0	9	NED
Q8BSF4	0.585	4.33	0.093	1.02	1.68	0.257	0.754	0.295	1.13	9	NED
Q6ZQH8	0.223	NA	NA	1.7	NA	0.168	0.114	3.95	10.5	6	NED
P12970	254.0	19.7	222.0	314.0	215.0	272.0	109.0	41.4	382.0	9	NED
Q8BVE8	0.02	NA	NA	NA	NA	NA	NA	NA	3.88	2	NED
P83887	7.32	1.14	NA	NA	0.03	0.244	0.144	11.9	30.8	7	NED
P19783	205.0	2732.0	1031.0	2959.0	133.0	194.0	1479.0	163.0	320.0	9	NED
Q02248	91.6	33.6	24.7	63.2	54.1	316.0	117.0	31.7	93.6	9	NED
Q9CZU3	30.0	3.62	22.4	91.9	56.8	59.2	4.48	31.5	62.5	9	NED
P62918	72.5	129.0	239.0	755.0	2399.0	383.0	3165.0	223.0	385.0	9	NED
