comp	usubs	uniprot	avgcoex	def	species
1001	12	Q04750	0.120654545455	UN	mouse
1001	12	O35654	0.360009090909	NA	mouse
1001	12	P33609	0.431418181818	NED	mouse
1001	12	P20664	0.473490909091	NED	mouse
1001	12	Q01320	0.449090909091	UN	mouse
1001	12	P37913	0.4722	UN	mouse
1001	12	P33610	0.423054545455	NED	mouse
1001	12	Q9EQ28	0.329572727273	NA	mouse
1001	12	Q9CWP8	-0.00620909090909	NA	mouse
1001	12	P17918	0.430218181818	NED	mouse
1001	12	P52431	0.429718181818	NED	mouse
1001	12	P33611	0.396709090909	NED	mouse
1002	2	O70589	0.1819	NA	mouse
1002	2	Q811D0	0.1819	NA	mouse
101	2	Q91YE5	0.206	NA	mouse
101	2	Q91ZW3	0.206	NED	mouse
1014	2	Q91XZ0	NA	NA	mouse
1014	2	O88689	NA	NA	mouse
1015	2	Q91XX7	NA	NA	mouse
1015	2	O88689	NA	NA	mouse
1016	2	Q91XY5	NA	NA	mouse
1016	2	O88689	NA	NA	mouse
1017	2	O88689	NA	NA	mouse
1017	2	Q91XX6	NA	NA	mouse
1018	2	Q91Y13	NA	NA	mouse
1018	2	Q91XX6	NA	NA	mouse
1019	2	Q91XY5	NA	NA	mouse
1019	2	Q91Y13	NA	NA	mouse
102	4	P70281	0.137166666667	NA	mouse
102	4	Q8C5S7	0.0763333333333	NA	mouse
102	4	Q920F6	0.174	NA	mouse
102	4	Q9CW03	0.0199	UN	mouse
1020	2	Q91XX7	NA	NA	mouse
1020	2	Q91Y13	NA	NA	mouse
1021	2	Q91XZ0	NA	NA	mouse
1021	2	Q91Y13	NA	NA	mouse
1022	3	P14234	0.0244	NA	mouse
1022	3	Q91YM2	-0.074	ED	mouse
1022	3	Q9QVP9	0.096	NA	mouse
1035	3	Q60771	0.04925	NA	mouse
1035	3	P09055	0.0821	UN	mouse
1035	3	Q9QY33	0.13305	NA	mouse
1043	2	Q91XL2	0.0774	ED	mouse
1043	2	P97792	0.0774	NA	mouse
1044	2	P97792	0.164	NA	mouse
1044	2	Q9D8B7	0.164	NA	mouse
1050	2	Q9CQA5	-0.0434	NED	mouse
1050	2	P48281	-0.0434	NA	mouse
106	3	P15806	0.10325	NA	mouse
106	3	P12979	0.0228	NA	mouse
106	3	Q9JM73	0.13385	NA	mouse
1066	3	Q9Z101	0.1162	NA	mouse
1066	3	Q80Y17	0.0319	ED	mouse
1066	3	Q02956	0.0698	NA	mouse
1074	3	Q61771	0.02865	ED	mouse
1074	3	Q8CIS7	0.0339	NA	mouse
1074	3	O35245	0.06375	NA	mouse
1076	2	Q8CIS7	0.069	NA	mouse
1076	2	O35245	0.069	NA	mouse
109	2	Q60718	0.4798	NA	mouse
109	2	Q8R534	0.4798	NA	mouse
1103	3	O88998	0.17065	NA	mouse
1103	3	Q8R5H6	0.1271	NA	mouse
1103	3	Q61337	0.07705	NA	mouse
1109	2	P33609	0.4248	NED	mouse
1109	2	P33611	0.4248	NED	mouse
1112	2	Q7TPR4	0.0528	UN	mouse
1112	2	Q2PFD7	0.0528	NA	mouse
1115	2	P49615	0.1449	UN	mouse
1115	2	P61809	0.1449	NA	mouse
1122	3	Q61550	0.40405	UN	mouse
1122	3	Q9CW03	0.431	UN	mouse
1122	3	Q9CU62	0.40565	UN	mouse
1135	2	Q91X96	0.1027	NA	mouse
1135	2	Q62470	0.1027	NED	mouse
1136	2	Q91X96	0.0227	NA	mouse
1136	2	Q61738	0.0227	NA	mouse
1151	3	Q62209	0.2889	NA	mouse
1151	3	Q9D495	0.3156	NA	mouse
1151	3	Q505B8	0.1644	NA	mouse
1157	4	Q02248	0.2347	NED	mouse
1157	4	P15116	-3.33333333333e-05	ED	mouse
1157	4	P49769	0.157733333333	NA	mouse
1157	4	P09803	0.00986666666667	NA	mouse
1161	3	Q9WU42	0.253	NA	mouse
1161	3	Q8C2B3	0.2446	NA	mouse
1161	3	Q60520	0.1111	UN	mouse
1164	4	Q61271	0.1525	NA	mouse
1164	4	P27038	0.1092	NA	mouse
1164	4	Q9WVQ1	0.0848333333333	NA	mouse
1164	4	Q8BUN5	0.1448	ED	mouse
1184	9	Q80YQ2	0.1613375	UN	mouse
1184	9	Q62447	0.1600625	NA	mouse
1184	9	Q921D4	0.1156125	NA	mouse
1184	9	Q569Z6	0.1879625	UN	mouse
1184	9	Q6PGF3	0.102925	NA	mouse
1184	9	Q99K74	0.143025	NA	mouse
1184	9	A2AGH6	0.107175	NA	mouse
1184	9	Q5U427	0.1407625	NA	mouse
1184	9	Q925J9	0.1865625	NA	mouse
1212	3	O09044	0.18635	NA	mouse
1212	3	P70452	0.1986	NA	mouse
1212	3	O70404	0.22205	NED	mouse
1246	2	P20029	0.4729	UN	mouse
1246	2	Q99KV1	0.4729	UN	mouse
1371	4	P25801	0.2109	NA	mouse
1371	4	P15806	0.0074	NA	mouse
1371	4	P22091	0.334966666667	NA	mouse
1371	4	P17679	0.2528	NA	mouse
1373	5	P25801	0.155475	NA	mouse
1373	5	P15806	0.1363	NA	mouse
1373	5	P22091	0.256325	NA	mouse
1373	5	P17679	0.19425	NA	mouse
1373	5	P70662	0.1378	NA	mouse
141	3	Q08509	0.1276	UN	mouse
141	3	Q8CBW3	0.19005	NA	mouse
141	3	Q62245	0.13645	ED	mouse
146	3	P05480	0.14635	NA	mouse
146	3	O88935	0.24915	NA	mouse
146	3	P39053	0.2364	NA	mouse
154	3	P45481	0.3208	NA	mouse
154	3	P70365	0.263	NA	mouse
154	3	Q8BJ14	0.2994	NA	mouse
1595	3	P00520	0.08385	NA	mouse
1595	3	Q9ESJ1	0.0824	NA	mouse
1595	3	P49615	0.07285	UN	mouse
161	4	P09405	0.382933333333	UN	mouse
161	4	Q61937	0.372	UN	mouse
161	4	P11103	0.3134	NA	mouse
161	4	Q6A028	0.1902	ED	mouse
168	3	P42567	0.14905	NA	mouse
168	3	O88811	0.1764	UN	mouse
168	3	Q99LI8	0.06855	NA	mouse
1782	2	Q64729	0.3802	NA	mouse
1782	2	Q62312	0.3802	NA	mouse
1804	2	Q9CUN6	0.0665	NA	mouse
1804	2	Q9Z101	0.0665	NA	mouse
1829	2	Q8BUN5	0.0573	ED	mouse
1829	2	P48281	0.0573	NA	mouse
1843	3	Q9Z207	0.08105	UN	mouse
1843	3	Q61315	0.1226	NA	mouse
1843	3	Q61166	0.19025	ED	mouse
187	5	Q8BH43	0.185425	ED	mouse
187	5	Q7TMB8	0.2364	NED	mouse
187	5	P28660	0.12285	NED	mouse
187	5	Q8BPG5	0.267875	NA	mouse
187	5	Q8CBW3	0.24905	NA	mouse
188	4	Q8BH43	0.167666666667	ED	mouse
188	4	Q7TMB8	0.228766666667	NED	mouse
188	4	P28660	0.095	NED	mouse
188	4	Q8CBW3	0.2097	NA	mouse
216	3	Q9JIL4	0.30575	NA	mouse
216	3	Q9CQH0	0.2755	NA	mouse
216	3	Q60825	0.35805	NA	mouse
2169	5	P83940	0.1623	NA	mouse
2169	5	Q9D0S4	0.0362	NA	mouse
2169	5	P62869	0.20775	UN	mouse
2169	5	Q9D5V5	0.1584	ED	mouse
2169	5	P62878	0.2622	NA	mouse
2184	2	P17679	0.6352	NA	mouse
2184	2	O70237	0.6352	NA	mouse
2185	3	P22091	0.2804	NA	mouse
2185	3	P17679	0.2795	NA	mouse
2185	3	P70662	0.0195	NA	mouse
2186	2	P17679	0.0364	NA	mouse
2186	2	Q91ZW3	0.0364	NED	mouse
2190	3	Q9WTX5	0.11955	UN	mouse
2190	3	Q9QZN0	0.02425	NA	mouse
2190	3	Q9WTX6	0.1001	UN	mouse
2193	4	Q9WTX5	0.183033333333	UN	mouse
2193	4	Q9CPU7	0.0646	NA	mouse
2193	4	Q9WTX6	0.1522	UN	mouse
2193	4	P62878	0.214966666667	NA	mouse
2194	4	Q80UW2	0.00563333333333	NA	mouse
2194	4	Q9WTX5	0.190266666667	UN	mouse
2194	4	Q9WTX6	0.120266666667	UN	mouse
2194	4	P62878	0.1807	NA	mouse
2221	5	Q99MT2	-0.00795	NA	mouse
2221	5	Q9CQ71	0.275575	NA	mouse
2221	5	Q62193	0.344525	NA	mouse
2221	5	Q8VEE4	0.290875	NED	mouse
2221	5	O88700	0.310425	UN	mouse
2225	3	P62806	NA	NED	mouse
2225	3	P54276	0.5176	NED	mouse
2225	3	P43247	0.5176	NED	mouse
2360	3	P43406	0.21155	UN	mouse
2360	3	P13020	0.2084	NA	mouse
2360	3	O54890	0.17665	NA	mouse
2386	3	P11688	0.175	NED	mouse
2386	3	P09055	0.18815	UN	mouse
2386	3	Q99JY8	0.12965	ED	mouse
239	3	O09106	0.16225	UN	mouse
239	3	Q62141	0.1897	NA	mouse
239	3	Q8BR65	0.11265	NA	mouse
2427	3	Q00651	0.07765	NA	mouse
2427	3	Q60718	0.0588	NA	mouse
2427	3	P09055	0.10585	UN	mouse
249	3	P39429	0.07555	NA	mouse
249	3	P29594	0.1491	NA	mouse
249	3	Q62172	0.13265	NA	mouse
25	4	P07901	0.2382	UN	mouse
25	4	O08915	0.0500666666667	UN	mouse
25	4	P11499	0.2633	UN	mouse
25	4	P30561	0.0447	NA	mouse
2539	2	Q9JHL0	0.196	NA	mouse
2539	2	Q60631	0.196	ED	mouse
2545	2	Q60631	0.1074	ED	mouse
2545	2	Q62245	0.1074	ED	mouse
2548	3	Q2M4G6	0.1375	NA	mouse
2548	3	Q60631	0.04305	ED	mouse
2548	3	Q01279	0.07315	UN	mouse
2553	3	Q2M4G6	0.1437	NA	mouse
2553	3	Q60631	0.13555	ED	mouse
2553	3	P98083	0.17185	NA	mouse
2568	3	O88890	0.1812	NA	mouse
2568	3	P39688	0.12255	NA	mouse
2568	3	Q9QUM4	0.15445	NA	mouse
2569	3	O88890	0.15625	NA	mouse
2569	3	Q9ES52	0.1284	NA	mouse
2569	3	Q9QUM4	0.18525	NA	mouse
257	2	Q8K396	0.3473	NA	mouse
257	2	O35047	0.3473	NA	mouse
2570	2	O88890	0.2131	NA	mouse
2570	2	Q9QUM4	0.2131	NA	mouse
2583	2	P41241	0.1536	ED	mouse
2583	2	Q60749	0.1536	NED	mouse
2584	2	P41241	-0.0239	ED	mouse
2584	2	Q02496	-0.0239	NA	mouse
2585	3	Q61768	0.1067	UN	mouse
2585	3	P33175	0.2135	NA	mouse
2585	3	O88447	0.2894	NA	mouse
2586	3	O88448	0.09575	NA	mouse
2586	3	P33175	0.1243	NA	mouse
2586	3	Q61768	0.00225	UN	mouse
2587	3	O88448	0.19345	NA	mouse
2587	3	P33175	0.307	NA	mouse
2587	3	O88447	0.28265	NA	mouse
2591	3	P49698	0.0485	NA	mouse
2591	3	O70343	0.1044	NA	mouse
2591	3	Q923E4	0.0039	NA	mouse
2682	3	P02340	0.2153	NA	mouse
2682	3	Q64373	0.215	NA	mouse
2682	3	Q99ML1	0.141	NA	mouse
272	4	Q91WZ8	0.1273	NA	mouse
272	4	Q9R0C0	0.126166666667	NA	mouse
272	4	Q8R015	0.102033333333	NA	mouse
272	4	O70585	0.0614333333333	NA	mouse
2729	3	Q99JW4	0.2074	ED	mouse
2729	3	O55222	0.24225	UN	mouse
2729	3	Q9EPC1	0.21625	NA	mouse
2742	4	O09100	0.185233333333	NA	mouse
2742	4	P25801	0.195466666667	NA	mouse
2742	4	P22091	0.267933333333	NA	mouse
2742	4	P15806	0.0223	NA	mouse
2747	2	O35615	0.3341	NA	mouse
2747	2	P17679	0.3341	NA	mouse
2750	13	O09106	0.15055	UN	mouse
2750	13	Q8VHR5	0.1597	UN	mouse
2750	13	Q6PDQ2	0.178683333333	NA	mouse
2750	13	Q9R190	0.184633333333	UN	mouse
2750	13	Q9Z2D8	0.203608333333	UN	mouse
2750	13	Q60972	0.258525	UN	mouse
2750	13	Q60973	0.12995	UN	mouse
2750	13	Q924K8	0.15915	NA	mouse
2750	13	P70288	0.187991666667	UN	mouse
2750	13	Q9Z2E1	0.153725	NA	mouse
2750	13	O35615	0.127975	NA	mouse
2750	13	P17679	0.0558166666667	NA	mouse
2750	13	Q8K4B0	0.184458333333	NA	mouse
2771	2	Q61880	0.0961	NA	mouse
2771	2	Q08297	0.0961	NA	mouse
2777	2	P97471	0.029	ED	mouse
2777	2	Q9QZH6	0.029	NA	mouse
2778	2	Q9QZH6	0.0333	NA	mouse
2778	2	P70340	0.0333	NA	mouse
2779	3	P97471	0.1492	ED	mouse
2779	3	P70340	0.15135	NA	mouse
2779	3	Q9QZH6	0.03115	NA	mouse
2835	9	P70336	0.111485714286	UN	mouse
2835	9	Q7TMB8	0.114257142857	NED	mouse
2835	9	P28660	0.1488	NED	mouse
2835	9	P63017	0.0956142857143	NED	mouse
2835	9	Q64332	0.173285714286	NA	mouse
2835	9	O88935	0.109357142857	NA	mouse
2835	9	Q9JJV2	0.147942857143	NA	mouse
2835	9	P60710	NA	UN	mouse
2835	9	P39053	0.1822	NA	mouse
2840	3	O88447	0.17585	NA	mouse
2840	3	O88448	0.0714	NA	mouse
2840	3	Q61768	0.07815	UN	mouse
2845	3	Q07813	0.14555	ED	mouse
2845	3	Q9EQY0	0.06575	NA	mouse
2845	3	O08734	0.2301	UN	mouse
2866	2	P48301	0.3182	NA	mouse
2866	2	P46938	0.3182	NA	mouse
2867	2	P46938	0.3738	NA	mouse
2867	2	P30051	0.3738	NA	mouse
2868	2	P70210	0.1273	NA	mouse
2868	2	P46938	0.1273	NA	mouse
2869	2	Q62296	0.1741	NA	mouse
2869	2	P46938	0.1741	NA	mouse
2870	4	Q8VBX6	0.26305	NA	mouse
2870	4	P48301	0.27125	NA	mouse
2870	4	P46938	0.31	NA	mouse
2870	4	P68254	NA	UN	mouse
2899	3	Q9QUN3	0.13775	NA	mouse
2899	3	Q9JHL0	0.28125	NA	mouse
2899	3	Q62077	0.1211	NA	mouse
2900	3	Q9QUN3	0.3245	NA	mouse
2900	3	Q8CIH5	0.33945	NA	mouse
2900	3	Q9JHL0	0.31285	NA	mouse
2902	3	Q9QUN3	0.20915	NA	mouse
2902	3	Q9JHL0	0.24695	NA	mouse
2902	3	Q60631	0.1582	ED	mouse
294	4	Q9CWP8	0.0388333333333	NA	mouse
294	4	O35654	0.2973	NA	mouse
294	4	Q9EQ28	0.2433	NA	mouse
294	4	P52431	0.334833333333	NED	mouse
2940	3	P52946	0.044	NA	mouse
2940	3	P41778	0.18515	NA	mouse
2940	3	P97367	0.20705	NA	mouse
295	4	P37913	0.492733333333	UN	mouse
295	4	O35654	0.390466666667	NA	mouse
295	4	Q9EQ28	0.3741	NA	mouse
295	4	P17918	0.451633333333	NED	mouse
2954	4	Q01705	0.142	NA	mouse
2954	4	Q92831	NA	NA	mouse
2954	4	Q09472	NA	NA	mouse
2954	4	P70340	0.142	NA	mouse
2967	3	P09055	0.24215	UN	mouse
2967	3	P35441	0.2304	NA	mouse
2967	3	Q91YD5	0.12575	NA	mouse
2973	3	Q80Y83	0.19465	NA	mouse
2973	3	P63001	0.16275	NA	mouse
2973	3	Q60838	0.2048	NA	mouse
2977	2	O35625	0.1469	NA	mouse
2977	2	Q80Y83	0.1469	NA	mouse
2978	2	O35625	0.0581	NA	mouse
2978	2	P53349	0.0581	NA	mouse
2979	2	O08648	0.3648	NA	mouse
2979	2	O35625	0.3648	NA	mouse
2980	2	O08648	0.1316	NA	mouse
2980	2	Q80Y83	0.1316	NA	mouse
2987	2	Q9JLN9	0.0629	UN	mouse
2987	2	P26883	0.0629	ED	mouse
3013	3	Q61315	0.26605	NA	mouse
3013	3	O08808	0.227	NA	mouse
3013	3	Q61166	0.19275	ED	mouse
3014	3	Q62209	0.15	NA	mouse
3014	3	Q7TQF3	0.0148	NA	mouse
3014	3	O70576	0.1477	NA	mouse
3016	2	P70281	0.2401	NA	mouse
3016	2	O70576	0.2401	NA	mouse
3018	2	Q7TQF3	0.0408	NA	mouse
3018	2	Q9CUU3	0.0408	NA	mouse
3019	2	Q7TQF3	-0.0414	NA	mouse
3019	2	Q8CG47	-0.0414	NA	mouse
3021	2	Q7TQF3	0.1646	NA	mouse
3021	2	Q920F6	0.1646	NA	mouse
3022	3	Q62209	0.0582	NA	mouse
3022	3	Q7TQF3	0.04235	NA	mouse
3022	3	Q8C5S7	0.08345	NA	mouse
3023	3	Q62209	0.2413	NA	mouse
3023	3	Q7TQF3	0.09085	NA	mouse
3023	3	Q920F6	0.31505	NA	mouse
3024	3	Q7TQF3	0.05405	NA	mouse
3024	3	Q62209	0.022	NA	mouse
3024	3	Q9CW03	0.05895	UN	mouse
3029	8	O35286	0.4479	UN	mouse
3029	8	O35737	0.473533333333	UN	mouse
3029	8	Q501J6	0.428883333333	ED	mouse
3029	8	Q5HZJ0	NA	NA	mouse
3029	8	Q9D0E1	0.417133333333	NA	mouse
3029	8	Q61656	0.436166666667	UN	mouse
3029	8	Q921F2	0.436333333333	UN	mouse
3029	8	Q9EQM6	0.269916666667	ED	mouse
3037	3	Q9WTX5	0.1536	UN	mouse
3037	3	Q9WTX6	0.1502	UN	mouse
3037	3	Q9CZV8	0.1084	NA	mouse
3047	62	P62717	0.415446808511	NED	mouse
3047	62	P14869	0.437112765957	UN	mouse
3047	62	Q9JJ80	0.326280851064	NA	mouse
3047	62	Q9JJA4	0.314840425532	UN	mouse
3047	62	O09167	0.404168085106	NA	mouse
3047	62	Q9CZM2	0.419557446809	NED	mouse
3047	62	Q9BWT6	NA	NA	mouse
3047	62	Q9D0R4	0.308465957447	UN	mouse
3047	62	P19253	0.4401	ED	mouse
3047	62	Q9Y237	NA	NA	mouse
3047	62	P21127	NA	NA	mouse
3047	62	O95995	NA	NA	mouse
3047	62	Q9D0I8	0.340176595745	NED	mouse
3047	62	P56183	0.312638297872	NA	mouse
3047	62	P62754	0.231046808511	NED	mouse
3047	62	Q6DFW4	0.335178723404	UN	mouse
3047	62	Q9EQ61	0.355742553191	UN	mouse
3047	62	P12970	0.427374468085	NED	mouse
3047	62	P62702	0.37384893617	NED	mouse
3047	62	Q9ULW0	NA	NA	mouse
3047	62	P35980	0.464291489362	NA	mouse
3047	62	P46781	NA	NA	mouse
3047	62	Q921N6	0.340287234043	UN	mouse
3047	62	Q61656	0.250153191489	UN	mouse
3047	62	P84099	0.432565957447	NA	mouse
3047	62	Q91VE6	0.323625531915	UN	mouse
3047	62	P47911	0.469346808511	NED	mouse
3047	62	Q922K7	0.320836170213	NA	mouse
3047	62	P62242	0.44240212766	NED	mouse
3047	62	Q9D8E6	0.436055319149	NA	mouse
3047	62	P09405	0.385731914894	UN	mouse
3047	62	P97351	NA	NED	mouse
3047	62	P53569	0.274553191489	NED	mouse
3047	62	Q7TPV4	0.398493617021	UN	mouse
3047	62	P47962	NA	NED	mouse
3047	62	Q99ME9	0.324491489362	UN	mouse
3047	62	P62906	NA	NA	mouse
3047	62	O43143	NA	NA	mouse
3047	62	Q9CR57	0.456210638298	NED	mouse
3047	62	Q99LH1	0.300714893617	NED	mouse
3047	62	P61255	0.394195744681	NED	mouse
3047	62	P68363	NA	NA	mouse
3047	62	Q9NW13	NA	NA	mouse
3047	62	P27635	NA	NA	mouse
3047	62	P99024	0.342714893617	UN	mouse
3047	62	P27659	0.412555319149	NED	mouse
3047	62	P62918	0.476776595745	NED	mouse
3047	62	P14148	0.420291489362	UN	mouse
3047	62	P97452	0.306870212766	UN	mouse
3047	62	Q9D6Z1	0.400861702128	NED	mouse
3047	62	Q8K363	0.358670212766	UN	mouse
3047	62	Q9DBE9	0.35834893617	UN	mouse
3047	62	P35550	0.429914893617	UN	mouse
3047	62	Q9D903	0.379987234043	UN	mouse
3047	62	P11276	0.0399361702128	UN	mouse
3047	62	Q9ESV0	0.250136170213	UN	mouse
3047	62	Q9JIK5	0.364572340426	UN	mouse
3047	62	P62908	0.423657446809	NED	mouse
3047	62	P47963	0.420938297872	UN	mouse
3047	62	Q9CYH6	0.312612765957	NED	mouse
3047	62	O76021	NA	NA	mouse
3047	62	Q9D8N0	0.440361702128	UN	mouse
3049	3	P28574	0.12205	NA	mouse
3049	3	P50538	0.1201	NA	mouse
3049	3	Q60520	0.05055	UN	mouse
3050	3	P28574	0.14915	NA	mouse
3050	3	Q62141	0.17505	NA	mouse
3050	3	P50538	0.2175	NA	mouse
3068	2	Q60718	0.2537	NA	mouse
3068	2	Q60813	0.2537	NA	mouse
3094	2	P47802	0.1905	ED	mouse
3094	2	O88441	0.1905	UN	mouse
3100	2	O70343	0.0705	NA	mouse
3100	2	Q00899	0.0705	NA	mouse
3101	3	Q9JLN9	0.09765	UN	mouse
3101	3	O70343	0.08305	NA	mouse
3101	3	Q00899	0.0851	NA	mouse
3114	3	Q9ERM2	0.00795	NA	mouse
3114	3	P11835	0.27475	NA	mouse
3114	3	Q9QXH4	0.2415	NA	mouse
3119	5	Q01097	0.147625	NA	mouse
3119	5	Q99PW8	0.1299	NA	mouse
3119	5	O70589	0.094225	NA	mouse
3119	5	Q8JZS0	0.1227	NA	mouse
3119	5	Q6PER2	0.0545	NA	mouse
3130	2	P63002	0.2216	NA	mouse
3130	2	Q08122	0.2216	NA	mouse
3143	3	Q08509	0.1276	UN	mouse
3143	3	Q8CBW3	0.19005	NA	mouse
3143	3	Q62245	0.13645	ED	mouse
3152	1	Q01705	NA	NA	mouse
3169	2	O35625	0.2367	NA	mouse
3169	2	O35613	0.2367	NA	mouse
317	4	O70585	0.0873333333333	NA	mouse
317	4	P11531	0.2162	NA	mouse
317	4	Q61234	0.161333333333	NA	mouse
317	4	Q9D2N4	0.2128	NA	mouse
3171	2	Q61626	0.138	NA	mouse
3171	2	P39087	0.138	NA	mouse
3178	2	P35235	0.2151	ED	mouse
3178	2	Q8C180	0.2151	NA	mouse
3179	2	P35235	0.0902	ED	mouse
3179	2	Q60631	0.0902	ED	mouse
3180	2	P35235	0.3065	ED	mouse
3180	2	Q62245	0.3065	ED	mouse
3192	3	P63213	0.1629	NA	mouse
3192	3	P62874	0.16055	UN	mouse
3192	3	Q6NZM9	0.16235	ED	mouse
3193	3	Q9Z2V6	0.128	NA	mouse
3193	3	P63213	0.14785	NA	mouse
3193	3	P62874	0.14125	UN	mouse
3195	3	P63213	0.1963	NA	mouse
3195	3	P62874	0.10865	UN	mouse
3195	3	P35991	0.14385	NA	mouse
3201	2	Q9ES52	0.1642	NA	mouse
3201	2	P98083	0.1642	NA	mouse
3202	3	Q9ES52	0.2956	NA	mouse
3202	3	P26955	0.2566	NA	mouse
3202	3	P98083	0.1252	NA	mouse
3203	3	Q9ES52	0.1844	NA	mouse
3203	3	Q60631	0.18415	ED	mouse
3203	3	P98083	0.16395	NA	mouse
3212	4	P61965	0.1544	NA	mouse
3212	4	Q91X20	0.143933333333	NA	mouse
3212	4	P47239	-0.0197	NA	mouse
3212	4	O08550	0.0947	NA	mouse
3218	3	Q61982	-0.01365	NA	mouse
3218	3	Q7TPU6	-0.0349	NA	mouse
3218	3	P31266	-0.02415	NA	mouse
3222	3	Q61982	-0.0029	NA	mouse
3222	3	P31266	-0.0029	NA	mouse
3222	3	Q69Z97	NA	NA	mouse
3226	2	P04441	0.2099	NA	mouse
3226	2	P15379	0.2099	NA	mouse
3230	2	Q00560	0.0722	NA	mouse
3230	2	Q99J95	0.0722	UN	mouse
3235	3	Q61286	0.1316	NA	mouse
3235	3	P31266	0.0874	NA	mouse
3235	3	Q9QX98	-0.0024	NA	mouse
325	4	Q8BX51	NA	NA	mouse
325	4	P82348	0.29295	NA	mouse
325	4	P82347	0.20235	NA	mouse
325	4	P82349	0.2111	NA	mouse
326	3	Q8BX51	NA	NA	mouse
326	3	P82347	0.1205	NA	mouse
326	3	P82349	0.1205	NA	mouse
3289	3	Q8VHY0	0.0111	NA	mouse
3289	3	Q925T6	0.09235	NA	mouse
3289	3	P23819	0.10965	NA	mouse
332	4	O70258	0.1079	NA	mouse
332	4	P82350	0.2788	NA	mouse
332	4	P82348	0.342033333333	NA	mouse
332	4	P82349	0.224866666667	NA	mouse
333	4	P82350	0.367466666667	NA	mouse
333	4	P82348	0.4108	NA	mouse
333	4	P82347	0.234033333333	NA	mouse
333	4	P82349	0.193566666667	NA	mouse
334	4	O70258	0.134966666667	NA	mouse
334	4	P82348	0.221266666667	NA	mouse
334	4	P82347	0.172433333333	NA	mouse
334	4	P82349	0.2122	NA	mouse
337	6	P82347	0.19766	NA	mouse
337	6	P82349	0.17842	NA	mouse
337	6	P82350	0.34518	NA	mouse
337	6	P82348	0.37618	NA	mouse
337	6	P11531	0.2383	NA	mouse
337	6	Q61234	0.20082	NA	mouse
3457	2	Q9CPP0	NA	UN	mouse
3457	2	Q61937	NA	UN	mouse
346	6	P82347	0.21612	NA	mouse
346	6	P82350	0.31082	NA	mouse
346	6	P82348	0.34408	NA	mouse
346	6	Q62147	0.31218	NA	mouse
346	6	P82349	0.22336	NA	mouse
346	6	Q62165	0.16772	UN	mouse
347	5	P82350	0.35195	NA	mouse
347	5	P82348	0.39365	NA	mouse
347	5	Q62147	0.322075	NA	mouse
347	5	P82349	0.231475	NA	mouse
347	5	P82347	0.2494	NA	mouse
3489	2	O88907	0.0954	ED	mouse
3489	2	Q9Z0Z7	0.0954	NA	mouse
349	8	P82347	0.205157142857	NA	mouse
349	8	Q99L88	0.0645428571429	NA	mouse
349	8	P82349	0.173614285714	NA	mouse
349	8	Q9D2N4	0.272242857143	NA	mouse
349	8	P82350	0.314257142857	NA	mouse
349	8	P82348	0.337914285714	NA	mouse
349	8	Q62147	0.263771428571	NA	mouse
349	8	Q61234	0.201071428571	NA	mouse
3539	4	Q64337	0.1033	ED	mouse
3539	4	P70196	0.183566666667	NA	mouse
3539	4	Q9QXD8	0.0335	ED	mouse
3539	4	Q02956	0.123233333333	NA	mouse
3553	3	Q64337	0.11235	ED	mouse
3553	3	P70196	0.2066	NA	mouse
3553	3	Q62074	0.18545	UN	mouse
3559	2	P15655	-0.0247	NA	mouse
